,Date,Town,District,Province,Spare,Length,Width,Amenities,Direction,Price
1130,8/27/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,4.98,1,Unknow,1.65
1131,8/27/2022,Thị trấn Bến Lức,Huyện Bến Lức,Long An,100.0,20.0,5.0,1,Unknow,1.2
1132,8/27/2022,Xã Hợp Thanh,Huyện Mỹ Đức,Hà Nội,76.0,15.0,4.0,1,T.Bắc,0.685
1133,8/26/2022,Xã Vạn Bình,Huyện Vạn Ninh,Khánh Hòa,8000.0,86.0,84.0,1,Unknow,3.6
1134,8/26/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.73
1135,8/26/2022,Phường Tân Thiện,Tp. Đồng Xoài,Bình Phước,100.0,20.0,5.0,0,Đông,0.6
1136,8/26/2022,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,122.5,24.5,5.0,1,Nam,5.6
1137,8/26/2022,Xã Chiềng Sơn,Huyện Mộc Châu,Sơn La,660.0,30.0,20.0,1,Unknow,2.3
1138,8/26/2022,Phường Thủy Dương,Thị xã Hương Thủy,Thừa Thiên Huế,300.0,20.0,15.0,0,T.Bắc,9.75
1139,8/26/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,105.0,23.0,4.5,1,Đ.Nam,4.5
1140,8/26/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,86.0,16.6,5.2,1,Unknow,0.65
1141,8/26/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,190.0,5.5,30.0,1,Unknow,0.93
1142,8/26/2022,Phường Điện Ngọc,Thị xã Điện Bàn,Quảng Nam,96.0,0.0,0.0,1,Unknow,1.15
1143,8/26/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,91.5,18.51,5.0,1,Unknow,1.86
1144,8/26/2022,Xã Hựu Thạnh,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Unknow,0.85
1145,8/26/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,300.0,30.0,10.0,0,Unknow,1.65
1146,8/26/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.87
1147,8/26/2022,Thị trấn Phố Mới,Huyện Quế Võ,Bắc Ninh,60.0,4.0,0.0,1,Unknow,2.08
1148,8/26/2022,Xã An Thạnh,Huyện Bến Lức,Long An,100.0,6.0,16.0,1,Unknow,0.85
1149,8/26/2022,Xã Lộc Tân,Huyện Bảo Lâm,Lâm Đồng,200.0,10.0,20.0,1,Unknow,2.0
1150,8/26/2022,Xã Tân Hiệp,Huyện Phú Giáo,Bình Dương,1000.0,100.0,10.0,1,Đ.Nam,1.5
1151,8/26/2022,Xã An Thạnh,Huyện Bến Lức,Long An,96.6,17.0,5.0,0,Unknow,0.8
1152,8/26/2022,Xã Lộc Thạnh,Huyện Lộc Ninh,Bình Phước,300.0,30.0,10.0,1,Unknow,0.669
1153,8/26/2022,Xã Chà Vàl,Huyện Nam Giang,Quảng Nam,100.0,20.0,5.0,1,Unknow,0.35
1154,8/26/2022,Xã Bàu Trâm,Tp. Long Khánh,Đồng Nai,85.0,0.0,0.0,1,Unknow,1.4
1155,8/26/2022,Xã Long Định,Huyện Cần Đước,Long An,78.0,13.0,6.0,0,Unknow,1.35
1156,8/26/2022,Xã Nha Bích,Huyện Chơn Thành,Bình Phước,200.0,5.0,40.0,1,Unknow,0.8
1157,8/26/2022,Xã Phước Vĩnh An,Huyện Củ Chi,Hồ Chí Minh,84.0,0.0,0.0,1,Unknow,0.65
1158,8/26/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.6
1159,8/26/2022,Thị trấn Hậu Nghĩa,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Unknow,0.68
1160,8/26/2022,Xã An Thạnh,Huyện Bến Lức,Long An,93.0,13.09,7.2,0,Unknow,0.84
1161,8/26/2022,Xã Hòa Thắng,Huyện Bắc Bình,Bình Thuận,602.0,0.0,0.0,0,Unknow,1.63
1162,8/26/2022,Xã Điện Thọ,Thị xã Điện Bàn,Quảng Nam,327.0,5.0,65.3,0,Unknow,0.679
1163,8/26/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.69
1164,8/25/2022,Thị trấn Dầu Tiếng,Huyện Dầu Tiếng,Bình Dương,280.0,45.0,6.0,1,Đông,1.21
1165,8/25/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,77.0,19.0,5.0,1,Unknow,1.79
1166,8/25/2022,Xã Phước Vinh,Huyện Châu Thành,Tây Ninh,175.0,0.0,0.0,0,Unknow,0.46
1167,8/25/2022,Xã Đông Xá,Huyện Vân Đồn,Quảng Ninh,80.0,0.0,0.0,1,Unknow,2.4
1168,8/25/2022,Phường Tân Hồng,Thị xã Từ Sơn,Bắc Ninh,90.0,5.0,0.0,1,Unknow,6.1
1169,8/25/2022,Xã Lộc Ngãi,Huyện Bảo Lâm,Lâm Đồng,200.0,5.0,100.0,1,Unknow,0.5
1170,8/25/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,125.0,5.0,25.0,1,Unknow,4.7
1171,8/25/2022,Phường Yên Nghĩa,Quận Hà Đông,Hà Nội,34.0,0.0,0.0,1,Unknow,1.95
1172,8/25/2022,Xã Long Châu,Huyện Yên Phong,Bắc Ninh,100.0,0.0,0.0,1,Unknow,3.4
1173,8/25/2022,Xã Mỹ Hà,Huyện Lạng Giang,Bắc Giang,75.0,0.0,0.0,1,Unknow,0.4
1174,8/25/2022,Xã Tân Phước,Huyện Đồng Phú,Bình Phước,140.0,5.0,28.0,1,Unknow,1.05
1175,8/25/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,"Đà Nẵng,",108.5,17.83,6.01,1,T.Bắc,3.56
1176,8/25/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.7
1177,8/25/2022,Phường Tân Tạo A,Quận Bình Tân,Hồ Chí Minh,152.0,0.0,0.0,1,Unknow,10.0
1178,8/25/2022,Phường Hoà Nghĩa,Quận Dương Kinh,Hải Phòng,60.0,0.0,4.5,1,Unknow,1.55
1179,8/25/2022,Phường Đông Hải,Tp. Phan Rang-Tháp Chàm,Ninh Thuận,4039.0,0.0,0.0,1,Unknow,38.37
1180,8/25/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,Đà Nẵng,112.0,20.0,5.6,1,T.Nam,2.3
1181,8/25/2022,Xã Tiến Thành,Tp. Phan Thiết,Bình Thuận,6000.0,120.0,59.99,1,Đ.Nam,120.0
1182,8/25/2022,Xã Lộc An,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,222.0,44.45,5.05,1,Tây,2.1
1183,8/25/2022,Xã Đoàn Kết,Huyện Vân Đồn,Quảng Ninh,124.0,124.0,0.0,1,Unknow,5.3
1184,8/24/2022,Xã Mỹ Hạnh Nam,Huyện Đức Hòa,Long An,72.0,4.0,18.0,1,Unknow,1.2
1185,8/24/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,77.0,19.0,5.0,1,Unknow,1.79
1186,8/24/2022,Xã Nhơn Hội,Tp. Qui Nhơn,Bình Định,100.0,20.0,5.0,1,Đông,3.0
1187,8/24/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,450.0,30.0,9.99,0,Unknow,1.85
1188,8/24/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,250.0,50.0,5.0,1,Unknow,0.66
1189,8/24/2022,Xã Thạnh Đức,Huyện Gò Dầu,Tây Ninh,140.0,28.0,5.0,0,T.Bắc,0.63
1190,8/24/2022,Thị trấn Liên Nghĩa,Huyện Đức Trọng,Lâm Đồng,100.0,5.0,20.0,0,Đ.Nam,1.6
1191,8/24/2022,Xã Lộc Ngãi,Huyện Bảo Lâm,Lâm Đồng,500.0,10.0,20.0,1,Unknow,2.0
1192,8/24/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,5.0,45.0,1,Unknow,1.16
1193,8/24/2022,Xã Tân Kiên,Huyện Bình Chánh,Hồ Chí Minh,2000.0,97.0,22.0,1,Đ.Bắc,24.0
1194,8/24/2022,Xã An Nhơn Tây,Huyện Củ Chi,Hồ Chí Minh,249.0,6.5,39.0,1,Unknow,0.91
1195,8/23/2022,Phường Tây Sơn,Tp. Pleiku,Gia Lai,292.6,8.5,12.0,0,Unknow,17.0
1196,8/23/2022,Phường Khuê Mỹ,Quận Ngũ Hành Sơn,Đà Nẵng,93.0,23.3,4.0,1,T.Bắc,3.0
1197,8/23/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,90.0,18.0,5.0,1,Unknow,1.79
1198,8/23/2022,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,100.0,20.0,5.0,1,Đ.Bắc,4.25
1199,8/23/2022,Xã Minh Thành,Huyện Chơn Thành,Bình Phước,150.0,0.0,0.0,1,Unknow,1.19
1200,8/23/2022,Xã Bắc Sơn,Huyện Trảng Bom,Đồng Nai,100.0,5.0,20.0,1,Unknow,1.6
1201,8/23/2022,Xã Minh Thành,Huyện Chơn Thành,Bình Phước,150.0,0.0,0.0,1,Unknow,1.19
1202,8/23/2022,Xã Bắc Sơn,Huyện Trảng Bom,Đồng Nai,100.0,5.0,20.0,1,Unknow,1.6
1203,8/23/2022,Thị trấn Lai Uyên,Huyện Bàu Bàng,Bình Dương,150.0,5.0,30.0,1,Đ.Nam,1.79
1204,8/23/2022,Thị trấn Chợ Chùa,Huyện Nghĩa Hành,Quảng Ngãi,100.0,5.0,20.0,1,Đông,0.65
1205,8/23/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,190.0,37.0,6.0,1,Đ.Bắc,5.4
1206,8/23/2022,Xã Đức Lập Thượng,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đ.Nam,0.7
1207,8/23/2022,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,120.0,0.0,0.0,0,Unknow,3.0
1208,8/23/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,100.0,20.0,5.0,1,Đ.Bắc,3.9
1209,8/23/2022,Xã Yên Bài,Huyện Ba Vì,Hà Nội,570.0,38.0,15.0,1,Unknow,5.2
1210,8/23/2022,Xã Đạ Pal,Huyện Đạ Tẻh,Lâm Đồng,9023.0,200.0,55.0,0,Nam,3.0
1211,8/23/2022,Xã Lộc Thịnh,Huyện Lộc Ninh,Bình Phước,230.0,50.0,5.0,1,Unknow,0.448
1212,8/23/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,98.6,20.0,5.0,0,Đ.Bắc,6.4
1213,8/23/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,95.3,19.0,5.0,0,Đ.Nam,7.8
1214,8/22/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,91.4,0.0,0.0,0,T.Bắc,6.7
1215,8/22/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,125.0,5.0,25.0,1,Unknow,0.688
1216,8/22/2022,Xã Minh Hoà,Huyện Dầu Tiếng,Bình Dương,1244.0,130.0,10.0,1,T.Bắc,0.86
1217,8/22/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,80.0,5.0,16.0,1,Unknow,0.3
1218,8/22/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,150.0,5.0,30.0,1,Unknow,0.65
1219,8/22/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,229.0,28.65,7.26,0,Đ.Nam,14.85
1220,8/22/2022,Xã Đức Minh,Huyện Mộ Đức,Quảng Ngãi,162.0,23.0,7.0,1,Bắc,0.95
1221,8/22/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,1999.1,0.0,0.0,0,Unknow,3.4
1222,8/22/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,57.0,11.0,5.0,0,T.Bắc,5.4
1223,8/22/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,2000.0,100.0,20.0,1,Unknow,1.96
1224,8/22/2022,Xã Ea Drông,Thị Xã Buôn Hồ,Đắk Lắk,7900.0,0.0,0.0,1,Unknow,3.63
1225,8/22/2022,Thị trấn Liên Nghĩa,Huyện Đức Trọng,Lâm Đồng,267.0,27.0,8.2,0,Tây,2.1
1226,8/22/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,75.0,15.0,5.5,1,Nam,6.5
1227,8/22/2022,Xã Mỹ Hà,Huyện Lạng Giang,Bắc Giang,75.0,0.0,0.0,1,Unknow,0.65
1228,8/21/2022,Phường Hiệp Hòa,Tp. Biên Hòa,Đồng Nai,270.0,46.0,6.2,1,T.Nam,7.1
1229,8/21/2022,Xã Minh Thạnh,Huyện Dầu Tiếng,Bình Dương,369.0,36.0,10.0,1,Unknow,0.95
1230,8/21/2022,Xã Xuân Mỹ,Huyện Cẩm Mỹ,Đồng Nai,1117.0,80.0,15.0,1,Unknow,1.0
1231,8/21/2022,Phường Phú Thượng,Huyện Phú Vang,Thừa Thiên Huế,297.0,24.0,11.0,1,Nam,7.13
1232,8/21/2022,Phường Hòa Hiệp Nam,Quận Liên Chiểu,Đà Nẵng,100.0,20.0,5.0,0,Unknow,2.5
1233,8/20/2022,Phường An Phú,Tp. Thuận An,Bình Dương,97.5,17.5,5.5,1,Đ.Nam,2.49
1234,8/20/2022,Xã Lộc Thanh,Tp. Bảo Lộc,Lâm Đồng,782.0,0.0,0.0,1,Unknow,2.0
1235,8/20/2022,Xã Nhân Cơ,Huyện Đắk R'Lấp,Đắk Nông,1187.0,28.0,42.0,1,T.Bắc,6.7
1236,8/20/2022,Xã Tân Hiệp,Huyện Long Thành,Đồng Nai,1050.0,32.0,33.0,1,Unknow,3.9
1237,8/20/2022,Phường Võ Cường,Tp. Bắc Ninh,Bắc Ninh,48.6,6.5,0.0,1,Unknow,2.75
1238,8/20/2022,Xã Lộc An,Huyện Đất Đỏ,Bà Rịa - Vũng Tàu,223.0,5.05,44.45,1,Tây,2.1
1239,8/20/2022,Xã Giang Sơn,Huyện Gia Bình,Bắc Ninh,96.0,0.0,7.96,1,Unknow,0.9
1240,8/20/2022,Phường Vân Dương,Tp. Bắc Ninh,Bắc Ninh,66.0,0.0,0.0,1,Unknow,2.1
1241,8/20/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,1377.0,0.0,0.0,0,Unknow,2.41
1242,8/19/2022,phường Phú Thượng,Huyện Phú Vang,Thừa Thiên Huế,101.0,16.0,6.0,0,Đông,3.2
1243,8/19/2022,Xã Liên Hiệp,Huyện Đức Trọng,Lâm Đồng,100.0,20.0,5.0,1,Đ.Bắc,1.1
1244,8/19/2022,Phường Đông Hòa,Tp. Dĩ An,Bình Dương,63.0,13.5,4.5,0,Unknow,2.85
1245,8/19/2022,Phường Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng,97.0,19.5,5.0,1,Đ.Nam,3.69
1246,8/19/2022,Phường Phú Hội,Tp. Huế,Thừa Thiên Huế,103.0,15.0,5.0,1,T.Nam,2.27
1247,8/19/2022,Xã Đại Hiệp,Huyện Đại Lộc,Quảng Nam,150.0,7.0,5.0,0,T.Bắc,1.2
1248,8/19/2022,Phường Hoà Quý,Quận Ngũ Hành Sơn,Đà Nẵng,108.5,0.0,0.0,1,Unknow,3.55
1249,8/19/2022,Xã Điện Tiến,Thị xã Điện Bàn,Quảng Nam,179.0,29.0,6.0,0,Unknow,0.708
1250,8/19/2022,Xã Hương Mạc,Thị xã Từ Sơn,Bắc Ninh,126.0,0.0,0.0,0,Unknow,1.76
1251,8/19/2022,Xã Chà Vàl,Huyện Nam Giang,Quảng Nam,100.0,20.0,5.0,1,Unknow,0.4
1252,8/19/2022,Xã Điện Hồng,Thị xã Điện Bàn,Quảng Nam,150.0,5.0,7.0,0,T.Nam,1.35
1253,8/19/2022,Thị trấn Liên Nghĩa,Huyện Đức Trọng,Lâm Đồng,110.0,5.0,22.0,1,Unknow,1.35
1254,8/18/2022,Xã Châu Pha,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,130.0,26.0,5.0,1,T.Bắc,1.4
1255,8/18/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,84.0,4.03,20.9,0,T.Nam,4.9
1256,8/18/2022,Xã Yên Trung,Huyện Thạch Thất,Hà Nội,1514.0,50.0,30.0,0,Unknow,5.0
1257,8/18/2022,Thị trấn Dương Minh Châu,Huyện Dương Minh Châu,Tây Ninh,714.0,71.0,10.0,1,Unknow,0.79
1258,8/18/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,0,Unknow,1.69
1259,8/18/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.79
1260,8/18/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,75.0,4.0,18.5,0,T.Nam,5.5
1261,8/18/2022,Xã Long Khánh,Huyện Bến Cầu,Tây Ninh,225.0,45.0,5.0,1,Unknow,0.515
1262,8/18/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,1100.0,100.0,12.0,1,Unknow,1.21
1263,8/18/2022,Xã Phước Đông,Huyện Gò Dầu,Tây Ninh,125.0,25.0,5.0,1,Unknow,0.8
1264,8/18/2022,Xã Phước Ninh,Huyện Dương Minh Châu,Tây Ninh,445.0,56.0,6.0,1,Unknow,0.68
1265,8/18/2022,Phường Khánh Bình,Thị xã Tân Uyên,Bình Dương,66.0,0.0,0.0,0,Đông,1.0
1266,8/18/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,63.0,14.0,4.5,0,T.Bắc,4.2
1267,8/18/2022,Phường Chánh Phú Hòa,Thị xã Bến Cát,Bình Dương,350.0,50.0,6.0,1,Unknow,1.2
1268,8/11/2022,Xã Tân Phú Trung,Huyện Củ Chi,Hồ Chí Minh,130.0,0.0,0.0,1,Unknow,3.0
1269,7/18/2022,Xã Minh Hoà,Huyện Dầu Tiếng,Bình Dương,369.0,24.0,8.0,1,Unknow,0.96
1270,6/23/2022,Xã Minh Thắng,Huyện Chơn Thành,Bình Phước,225.0,5.0,45.0,1,Unknow,1.16
1271,6/23/2022,Phường Tam Quan,Thị xã Hoài Nhơn,Bình Định,150.0,0.0,0.0,1,Unknow,0.7
1272,6/23/2022,Phường Linh Đông,Tp. Thủ Đức,Hồ Chí Minh,95.0,19.06,5.0,0,Đ.Nam,7.8
1273,6/23/2022,Xã Bàu Hàm 2,Huyện Thống Nhất,Đồng Nai,144.0,29.0,5.0,1,Nam,0.468
1274,6/23/2022,Xã Nhị Bình,Huyện Hóc Môn,Hồ Chí Minh,520.0,52.0,10.0,1,Đ.Nam,1.9
1275,6/23/2022,Phường Tam Quan,Thị xã Hoài Nhơn,Bình Định,100.0,20.0,5.0,1,Unknow,0.55
1276,6/23/2022,Phường Chánh Phú Hòa,Thị xã Bến Cát,Bình Dương,210.0,21.0,10.0,1,Bắc,0.97
1277,6/23/2022,Xã Minh Lập,Huyện Chơn Thành,Bình Phước,250.0,50.0,5.0,1,Unknow,0.45
1278,6/23/2022,Xã Vĩnh Lộc A,Huyện Bình Chánh,Hồ Chí Minh,40.0,10.0,4.0,1,Unknow,0.52
1279,6/23/2022,Xã An Nhơn Tây,Huyện Củ Chi,Hồ Chí Minh,1819.0,52.0,34.0,1,Unknow,13.6
1280,6/23/2022,Xã Tiên Thuận,Huyện Bến Cầu,Tây Ninh,120.0,5.0,24.5,1,Unknow,0.575
1281,6/23/2022,Xã Phạm Văn Cội,Huyện Củ Chi,Hồ Chí Minh,520.0,52.0,10.0,1,Đ.Nam,1.9
1282,6/23/2022,Xã Nhuận Đức,Huyện Củ Chi,Hồ Chí Minh,520.0,52.0,10.0,1,Đ.Nam,1.7
1283,6/23/2022,Xã Đa Phước,Huyện Bình Chánh,Hồ Chí Minh,80.0,16.0,48.0,0,Nam,1.35
1284,6/23/2022,Xã Phiêng Luông,Huyện Mộc Châu,Sơn La,469.0,0.0,0.0,1,Unknow,0.2345
1285,6/23/2022,Xã Xuân Tây,Huyện Cẩm Mỹ,Đồng Nai,1100.0,100.0,20.0,1,Unknow,1.21
1286,6/23/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,54.0,12.2,4.77,0,Tây,5.8
1287,6/23/2022,Phường Thới Hòa,Thị xã Bến Cát,Bình Dương,150.0,30.0,5.0,1,Unknow,1.67
1288,6/23/2022,Xã Tân Hiệp,Huyện Long Thành,Đồng Nai,1050.0,32.0,33.0,1,Unknow,3.9
1289,6/23/2022,Thị trấn Tân Nghĩa,Huyện Hàm Tân,Bình Thuận,5000.0,0.0,0.0,0,Unknow,15.0
1290,6/23/2022,Đồi Thị trấn Tân Nghĩa,Huyện Hàm Tân,Bình Thuận,18.0,0.0,0.0,0,Unknow,8.6
1291,6/23/2022,Xã Hồng Thái,Huyện Bắc Bình,Bình Thuận,5611.0,0.0,0.0,1,Unknow,0.81
1292,6/23/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,104.0,23.2,4.5,0,Đ.Nam,4.5
1293,6/23/2022,Xã Sông Xoài,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,200.0,37.0,5.0,1,Đ.Nam,1.45
1294,6/23/2022,Phường Phú Mỹ,Thị xã Phú Mỹ,Bà Rịa - Vũng Tàu,120.0,37.0,5.0,1,Đ.Nam,4.7
1295,6/23/2022,Xã Nhuận Đức,Huyện Củ Chi,Hồ Chí Minh,125.0,0.0,0.0,1,Unknow,0.96
1296,6/23/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,125.0,25.0,5.0,1,Unknow,0.9125
1297,6/23/2022,Xã Bình Thạnh,Huyện Đức Trọng,Lâm Đồng,300.0,6.0,54.0,0,Nam,1.68
1298,6/23/2022,Phường Thường Thạnh,Quận Cái Răng,Cần Thơ,3000.0,100.0,30.0,1,Unknow,16.5
1299,6/23/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,75.0,15.0,5.0,0,T.Nam,6.0
1300,6/23/2022,Xã Tiến Xuân,Huyện Thạch Thất,Hà Nội,500.0,50.0,10.0,1,Unknow,6.75
1301,6/23/2022,Phường Tân An,Tp. Thủ Dầu Một,Bình Dương,90.0,19.0,5.0,1,Unknow,1.79
1302,6/23/2022,Xã Tu Tra,Huyện Đơn Dương,Lâm Đồng,200.0,0.0,0.0,1,Unknow,2.8
1303,6/23/2022,Xã Thái Mỹ,Huyện Củ Chi,Hồ Chí Minh,110.0,22.0,5.0,1,Unknow,1.06
1304,6/23/2022,Xã Phú Mỹ,Huyện Phú Vang,Thừa Thiên Huế,105.0,20.0,5.0,1,Bắc,2.9
1305,6/23/2022,Phường Trường Thọ,Tp. Thủ Đức,Hồ Chí Minh,63.0,15.75,4.02,0,T.Nam,5.3
1306,6/23/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,250.0,5.0,50.0,1,Unknow,0.66
1307,6/23/2022,Xã Quang Minh,Huyện Chơn Thành,Bình Phước,230.0,5.0,46.0,1,Unknow,0.665
1308,6/23/2022,Xã Bàu Đồn,Huyện Gò Dầu,Tây Ninh,125.0,25.0,5.0,1,Unknow,0.68
1309,6/23/2022,Xã Đức Hòa Đông,Huyện Đức Hòa,Long An,90.0,18.0,5.0,0,Unknow,1.65
1310,6/23/2022,Xã Hựu Thạnh,Huyện Đức Hòa,Long An,100.0,20.0,5.0,1,Đ.Bắc,0.95
1311,6/23/2022,Thị trấn Đắk Hà,Huyện Đắk Hà,Kon Tum,180.0,30.0,6.0,1,Đông,0.5
1312,6/23/2022,Phường Linh Trung,Tp. Thủ Đức,Hồ Chí Minh,71.0,17.34,4.1,0,T.Bắc,5.5
1313,6/23/2022,Phường Linh Xuân,Tp. Thủ Đức,Hồ Chí Minh,179.0,17.2,10.42,0,T.Bắc,9.0
1314,6/23/2022,Thị trấn Thủ Thừa,Huyện Thủ Thừa,Long An,220.0,20.0,11.0,1,T.Bắc,3.08
1315,6/23/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,396.0,0.0,20.02,1,Unknow,1.85
1316,6/23/2022,Xã Y Tý,Huyện Bát Xát,Lào Cai,1377.0,0.0,0.0,0,Unknow,2.41
1317,6/22/2022,Xã Hạ Bằng,Huyện Thạch Thất,Hà Nội,95.0,18.94,5.0,1,Unknow,2.1
1318,6/22/2022,Xã Phước Vinh,Huyện Châu Thành,Tây Ninh,175.0,0.0,0.0,0,Unknow,0.45
1319,6/22/2022,Xã Phạm Văn Hai,Huyện Bình Chánh,Hồ Chí Minh,90.0,18.0,5.0,1,Tây,2.25
1320,6/22/2022,Xã Phạm Văn Hai,Huyện Bình Chánh,Hồ Chí Minh,80.0,16.0,5.0,1,Đ.Nam,1.95
1321,6/22/2022,Xã Phạm Văn Hai,Huyện Bình Chánh,Hồ Chí Minh,80.0,16.0,5.0,1,Đ.Nam,1.95
1322,6/22/2022,Xã Phạm Văn Hai,Huyện Bình Chánh,Hồ Chí Minh,130.0,26.0,5.0,1,Đ.Nam,2.65
1323,6/22/2022,Phường Thủy Phương,Thị xã Hương Thủy,Thừa Thiên Huế,94.0,16.0,6.0,1,Đ.Bắc,1.7
1324,6/22/2022,Xã Phú Cát,Huyện Quốc Oai,Hà Nội,110.0,15.0,8.0,1,Unknow,1.7
1325,6/22/2022,Xã Lộc Thịnh,Huyện Lộc Ninh,Bình Phước,275.0,55.0,5.0,1,Unknow,0.739
1326,6/22/2022,Phường 6,Tp. Đà Lạt,Lâm Đồng,100.0,0.0,0.0,0,Unknow,2.5
1327,6/22/2022,Xã Tân Lợi,Huyện Đồng Phú,Bình Phước,1000.0,100.0,10.0,1,T.Bắc,0.9
1328,6/22/2022,Xã Dray Bhăng,Huyện Cư Kuin,Đắk Lắk,355.0,35.5,10.0,1,Unknow,0.49
1329,6/22/2022,Phường Ninh Giang,Thị xã Ninh Hòa,Khánh Hòa,400.0,24.0,16.0,0,Đông,2.3
1330,6/22/2022,Phường Mỹ Đông,Tp. Phan Rang-Tháp Chàm,Ninh Thuận,360.0,0.0,0.0,0,Unknow,8.0
1332,6/22/2022,Xã Long Phước,Tp. Bà Rịa,Bà Rịa - Vũng Tàu,407.6,41.13,10.1,1,Đông,2.75
1333,6/22/2022,Xã Phước Thạnh,Huyện Củ Chi,Hồ Chí Minh,150.0,30.0,5.0,1,Unknow,0.6
1334,6/22/2022,Phường Ninh Giang,Thị xã Ninh Hòa,Khánh Hòa,393.0,8.0,40.0,0,Đ.Nam,2.36
1335,6/22/2022,Thị trấn Gò Dầu,Huyện Gò Dầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.78
1336,6/22/2022,Thị trấn Bến Cầu,Huyện Bến Cầu,Tây Ninh,150.0,30.0,5.0,1,Unknow,0.49
1337,6/22/2022,Phường Bình Thọ,Tp. Thủ Đức,Hồ Chí Minh,126.0,22.0,5.5,0,T.Bắc,7.4
1338,6/22/2022,Xã Đại Đồng,Huyện Đại Lộc,Quảng Nam,120.0,20.0,6.0,1,Unknow,0.9
1339,6/22/2022,Xã Hòa Thắng,Huyện Bắc Bình,Bình Thuận,20000.0,0.0,0.0,0,Unknow,2.8
1340,6/22/2022,Thị trấn Tân Khai,Huyện Hớn Quản,Bình Phước,250.0,45.0,5.0,1,Đ.Nam,0.79
